8.641778779655020060e+01,-6.726039376280815496e+00,1.717353836749154880e+03,2.770133477854772508e+01,-1.881211225481453369e+02,1.403484597028280405e+03,1.264892266043887190e+02,1.643169478166555848e+02,1.422557613268485284e+03,1.861280564664460826e+02,-2.849703227696545582e+02,1.121421237201221402e+03,2.263234640396302950e+02,2.384003365759564588e+02,1.143007506936611890e+03,3.283681974923484859e+02,-1.047917020537952340e+02,1.236100971954637089e+03,4.049515397887945483e+02,6.256843800759575913e+01,1.246400472955779151e+03,-1.389251279534649086e+01,-2.543838822096808272e+01,8.370813916591044972e+02,1.401285849914787036e+02,2.181105628038476425e+02,9.308233683343615894e+02,1.291769028750975110e+02,-8.929400300961512471e+01,4.674555400129975737e+02,5.083132987997682903e+02,6.048382088798624778e+01,1.032018778005189006e+03,6.801103677570388584e+00,4.719907799006914928e+00,-5.476876928848309234e+00,3.168977175110521216e+02,8.176458422082174593e+01,6.263070537998639793e+02,2.670659835585417454e+02,-2.293567303119945322e+01,1.592753656891974856e+01,5.152240691066892850e+02,-4.876627574941864651e+01,5.678517532636461738e+02
8.672272888531971091e+01,-5.443567315708529364e+00,1.716813297036134372e+03,2.667310950584660745e+01,-1.880666833809869729e+02,1.403221860291185749e+03,1.280169557493513821e+02,1.658446974367107600e+02,1.424581194031322184e+03,1.834423911760826513e+02,-2.875691864462933722e+02,1.119290731693940415e+03,2.257870207499035473e+02,2.383351938256581946e+02,1.143373631101909268e+03,3.277478515118140763e+02,-1.078918397780716418e+02,1.232989913772520822e+03,4.035642150003187680e+02,5.642778795214785248e+01,1.242897290018993999e+03,-1.577548800464781742e+01,-2.479486729788589727e+01,8.354856007536602647e+02,1.403207055278568305e+02,2.189392799861533376e+02,9.296590295921124607e+02,1.292672386894670922e+02,-8.858389305530339186e+01,4.669741605148855683e+02,5.078397405296280454e+02,5.851451764002287348e+01,1.031403472437201344e+03,4.973969955321193126e+00,2.226975471354309288e+00,-4.227153111114739126e+00,3.121173955265049358e+02,9.068888565851665362e+01,6.272258711084213019e+02,2.678011068770206862e+02,-2.417300189251809428e+01,1.664366619794790125e+01,5.068993760901332166e+02,-4.963652129909703348e+01,5.648475038873758649e+02
8.727818031979155933e+01,-4.310675982656179350e+00,1.716346692818224938e+03,2.585479527775801856e+01,-1.879268181038634964e+02,1.402727728148033748e+03,1.296295795508610524e+02,1.673498006857595044e+02,1.426066325044159157e+03,1.810185856178639767e+02,-2.897558678527919369e+02,1.116930758354947329e+03,2.248524182224697938e+02,2.386339642838360078e+02,1.143523525763990847e+03,3.267855012713143310e+02,-1.096483323955695539e+02,1.230006278438200297e+03,4.022232825787532420e+02,5.168702470989029507e+01,1.239494151396321513e+03,-1.752055198396409708e+01,-2.318735492409368248e+01,8.339159137285406587e+02,1.406427139960023851e+02,2.204351494086458843e+02,9.283338619698532739e+02,1.293029165918445074e+02,-8.810836375685804001e+01,4.666967045311327524e+02,5.073473742072115442e+02,5.648917571741954902e+01,1.030022542328536474e+03,3.454122564668761886e+00,6.959320286365471009e-02,-3.182163511151069102e+00,3.071809013057061293e+02,9.865951321121029594e+01,6.273106733367287688e+02,2.686025380025289451e+02,-2.523403218798425129e+01,1.728567223080507631e+01,4.985783502361529145e+02,-5.040911461651581504e+01,5.611412232124505408e+02
8.830581504441519769e+01,-3.388854707215068984e+00,1.715954798474908785e+03,2.540137963555619294e+01,-1.875762547944565029e+02,1.401912595825902599e+03,1.314025530710315763e+02,1.688679620606582432e+02,1.426662937130957516e+03,1.789604296123795564e+02,-2.910659009923696203e+02,1.114234418758270749e+03,2.232810153382992553e+02,2.396028506429588560e+02,1.143322501705453988e+03,3.252816527516324072e+02,-1.091974317883028647e+02,1.227188855543831096e+03,4.009329159165709484e+02,4.932530931308756550e+01,1.236205847460910036e+03,-1.903380333513410250e+01,-2.008924934488718250e+01,8.324458369361426548e+02,1.412025727307926672e+02,2.229160057447795396e+02,9.267751391948099808e+02,1.292740563455375025e+02,-8.792430248253960201e+01,4.666946750715435428e+02,5.068357668652848815e+02,5.441483175190435873e+01,1.027255885127714464e+03,2.427738083995445439e+00,-1.559190809302285263e+00,-2.485472555032439246e+00,3.020115214538399755e+02,1.050767841535401175e+02,6.258795521552041237e+02,2.694952629952269376e+02,-2.598202480125243952e+01,1.777883649250480502e+01,4.903146178363522836e+02,-5.104760241216179395e+01,5.561342638400732312e+02
8.994806641726313501e+01,-2.652097406898170640e+00,1.715549912628372795e+03,2.537153274870605557e+01,-1.868738648000424121e+02,1.400881222160359584e+03,1.333815994995237304e+02,1.704588104920843818e+02,1.426312073626196479e+03,1.771736260650290831e+02,-2.910738617982836445e+02,1.111255927646196369e+03,2.210882917792619082e+02,2.414081863147631850e+02,1.142746112505689553e+03,3.232851958941478756e+02,-1.064528193182785287e+02,1.224444234780162560e+03,3.996665458064073277e+02,4.962214353615422624e+01,1.232955308962775462e+03,-2.028357781216818978e+01,-1.564984893928354559e+01,8.311819393837266716e+02,1.420560977591864287e+02,2.261895973215845856e+02,9.250368138320985736e+02,1.292343105051587600e+02,-8.788737794156415362e+01,4.668777631363118985e+02,5.063376052254866977e+02,5.237546463629896465e+01,1.022802104676895397e+03,1.914142797521531936e+00,-2.674340442482574520e+00,-2.185341450384168382e+00,2.966287828086987020e+02,1.098620130629386153e+02,6.226012088838339196e+02,2.704567215270865290e+02,-2.636712751500649787e+01,1.805965261410780442e+01,4.822235233955678950e+02,-5.157042131851433453e+01,5.494704508809955996e+02
9.223023287320422980e+01,-2.024027808861136535e+00,1.715006623357638546e+03,2.573441454121775607e+01,-1.857038231350194053e+02,1.399874993735424596e+03,1.355778696867792235e+02,1.721259798177401308e+02,1.425217290875934395e+03,1.754304940077057324e+02,-2.895785810118345012e+02,1.108160543720623764e+03,2.185182198103832718e+02,2.440587897715361123e+02,1.141854967647821013e+03,3.210868211080952506e+02,-1.020964679222957017e+02,1.221532897602676485e+03,3.984282285465508835e+02,5.221010288749801731e+01,1.229569195760494040e+03,-2.129555478085307385e+01,-1.057427115225127778e+01,8.301928038943848378e+02,1.431967852485258845e+02,2.296833726978908317e+02,9.232555614473907326e+02,1.292827902204764143e+02,-8.776871596901321482e+01,4.670866475509878910e+02,5.058963548198495914e+02,5.045215809832562570e+01,1.016735573979843366e+03,1.808292537269734934e+00,-3.440842732110665825e+00,-2.230984666833435881e+00,2.911446758734281843e+02,1.133225783017374511e+02,6.175699886444448339e+02,2.714427652776276432e+02,-2.646565222538617590e+01,1.810340173342908088e+01,4.744269188378473245e+02,-5.205404490208186985e+01,5.411057062294836442e+02
9.503668442102245706e+01,-1.405125801629014237e+00,1.714245171396413525e+03,2.639663420736580690e+01,-1.840275913045849734e+02,1.399143545689805933e+03,1.379639138443257309e+02,1.737863802567991911e+02,1.423720006178350559e+03,1.735015006535068380e+02,-2.867683962417587509e+02,1.105129976614196494e+03,2.159290308517824144e+02,2.474467382289957413e+02,1.140735150613304995e+03,3.190912593692056021e+02,-9.726992571106131891e+01,1.218118290436442521e+03,3.973049095910179744e+02,5.636326425974079513e+01,1.225802723675833931e+03,-2.214065062741018153e+01,-5.727928376448251591e+00,8.294439997469627315e+02,1.445579083652145300e+02,2.327830614695871247e+02,9.215632202135353737e+02,1.295159246072299766e+02,-8.741037797843598867e+01,4.672213121546723187e+02,5.055322124506330397e+02,4.863072523032149519e+01,1.009442013072858572e+03,1.958218034368109262e+00,-4.043642226502350390e+00,-2.501470948334591604e+00,2.857598577912219184e+02,1.158787441366154098e+02,6.112480176776422240e+02,2.724177532154108690e+02,-2.646651999953567369e+01,1.794798787362352499e+01,4.669889512445495825e+02,-5.261811833353662848e+01,5.313135309019885426e+02
9.812127568882269202e+01,-6.679838954887100666e-01,1.713288058429415059e+03,2.722812062918685427e+01,-1.819186160892198814e+02,1.398819958847080670e+03,1.404685927443827893e+02,1.753463992933044437e+02,1.422152562725903408e+03,1.712650047388798669e+02,-2.832100960984716949e+02,1.102284784860028140e+03,2.136512515823953606e+02,2.514361995087499224e+02,1.139446872879263765e+03,3.176290918951241338e+02,-9.309949316728142321e+01,1.213878221288936174e+03,3.964593636082132662e+02,6.135082645410069091e+01,1.221390739584458515e+03,-2.292743987264451633e+01,-1.680503179233609368e+00,8.288021638068704533e+02,1.460252096727832622e+02,2.351862203775109776e+02,9.200171323215270149e+02,1.299706096091537972e+02,-8.679416906439925583e+01,4.673029699948409075e+02,5.052181909775256372e+02,4.678884750169563489e+01,1.001441833028444194e+03,2.218460933939367941e+00,-4.577450181094034676e+00,-2.856188825700653577e+00,2.807631722874889419e+02,1.178616957928254578e+02,6.042684061672438247e+02,2.733597427370617652e+02,-2.658495479766677150e+01,1.768992146570778701e+01,4.599024776372355063e+02,-5.339800486844294625e+01,5.205971779261324173e+02
1.011696292680789782e+02,3.394146453210282743e-01,1.712249603783662678e+03,2.808496231703195534e+01,-1.795582306076628072e+02,1.398858851762001223e+03,1.429798638040463459e+02,1.768278635261268619e+02,1.420736948378012130e+03,1.687332600431362550e+02,-2.796161172918691591e+02,1.099655036280281593e+03,2.118789328372963894e+02,2.559561130793242683e+02,1.138013244968250092e+03,3.168165276029357074e+02,-9.026373552883163143e+01,1.208646060663334993e+03,3.960652916493800149e+02,6.668145506390324329e+01,1.216114883757895996e+03,-2.378987907766740406e+01,1.567228941658344921e+00,8.281134397934544040e+02,1.474618960037132922e+02,2.370733001983286385e+02,9.185915471903192611e+02,1.305873154193878065e+02,-8.598872378823337215e+01,4.674335300434420901e+02,5.048782111434477429e+02,4.479437255111459848e+01,9.931688481519420293e+02,2.464303211232108826e+00,-5.027585261755935342e+00,-3.187365342946980817e+00,2.765006473312413959e+02,1.194869044857052813e+02,5.971633215394438139e+02,2.742381563112006120e+02,-2.694074206218094858e+01,1.744406925063725211e+01,4.531402333201302781e+02,-5.451846697971955535e+01,5.095053058474043723e+02
1.039076056400932231e+02,1.738694130244596181e+00,1.711265596789827896e+03,2.884184695074807436e+01,-1.771859554512131751e+02,1.399057077533379697e+03,1.453677487497492393e+02,1.784221932499213779e+02,1.419557497780091126e+03,1.659969451290463383e+02,-2.765120649707733378e+02,1.097195463013528979e+03,2.106273345345950645e+02,2.610358583242291957e+02,1.136450184855972111e+03,3.165367965017820211e+02,-8.879209940665187162e+01,1.202520121792183090e+03,3.962260750026800338e+02,7.215278773250363997e+01,1.209866338137759840e+03,-2.485411181162608685e+01,4.538461325220813691e+00,8.273000755231528274e+02,1.487476149851934792e+02,2.390077418368778410e+02,9.172253665871885460e+02,1.312168160590709931e+02,-8.504302586738246816e+01,4.676989296202193600e+02,5.044039694078111324e+02,4.264727624665504635e+01,9.848067243484940718e+02,2.591797719442983094e+00,-5.340561749609013198e+00,-3.452399143153819239e+00,2.732904410258908001e+02,1.209385844025492673e+02,5.901379566818989133e+02,2.749875958755149554e+02,-2.747808805069104565e+01,1.728591176887791292e+01,4.467262160366723833e+02,-5.608423326443409707e+01,4.984171755234909256e+02
